subjectID,platformID,taskID,video_duration,distracting_gazes_count,percentage_of_distracting_gazes,amount_of_seconds_distracted,mean,std,min,25%,50%,75%,max,time_on_task,average_game_error
13,CP,T3,21.566666666666666,18,0.304,6.556266666666667,0.6654112055641422,0.42125669513452124,0.002555,0.050238000000000005,0.938693,0.984832,0.997003,21.566666666666666,16.918066730170978
13,NO,T0,45.13333333333333,0,0.0,0.0,0.9746822769571639,0.04523339528838133,0.639223,0.977492,0.992813,0.9956625,0.997884,45,13.249904243427626
14,AA,T1,52.96666666666667,25,0.947,50.15943333333333,0.053212494650723724,0.18608442122717575,2.8e-05,0.000226,0.00113,0.004236,0.986316,52.833333333333336,88.05172666630207
14,AA,T2,21.033333333333335,34,0.731,15.375366666666666,0.2530339619651347,0.37384076570216723,0.000152,0.0022135,0.006128,0.612697,0.992968,21,63.972009981509174
14,AA,T3,21.366666666666667,30,0.548,11.708933333333334,0.39138665678627144,0.39949376839293915,0.000192,0.002283,0.200982,0.797895,0.997991,21.333333333333332,29.88826677240935
14,CP,T1,345.6666666666667,293,0.596,206.0173333333333,0.38688916991321115,0.4412531927674966,0.0,0.00068725,0.008393999999999999,0.92518,0.9993,338.8333333333333,90.93505822132371
14,CP,T2,24.533333333333335,7,0.86,21.098666666666666,0.1489114633152174,0.3265160852412681,0.000186,0.00087575,0.0024045,0.01108175,0.992595,24.466666666666665,61.40246637993501
14,CP,T3,94.73333333333333,69,0.772,73.13413333333332,0.21475433286418016,0.37660977993311134,1.4e-05,0.00028425,0.0007255,0.22534075,0.998129,94.56666666666666,84.0562345951422
14,NO,T0,45.13333333333333,52,0.15,6.77,0.7604638094534711,0.23657038508006215,0.050075,0.6551095,0.866065,0.92692325,0.99149,45,16.910652841638324
15,AA,T1,85.56666666666666,90,0.56,47.91733333333334,0.41593579275418774,0.4423410534751257,0.000126,0.004094,0.050207,0.940133,0.995739,85.36666666666666,46.406433858847116
15,AA,T2,205.6,194,0.306,62.913599999999995,0.6470469028858625,0.41590495602825034,6e-06,0.019113,0.9025974999999999,0.973588,0.99662,205.2,33.513474962502755
15,AA,T3,35.63333333333333,47,0.474,16.8902,0.5106661478016838,0.42885248582716995,0.009609,0.03004,0.630592,0.961027,0.993759,35.6,55.57782927020267
15,CP,T1,56.3,76,0.499,28.093700000000002,0.4871952670219064,0.4452384021414068,0.000426,0.007596,0.507943,0.972418,0.993608,56.2,41.79485288870512
15,CP,T2,20.566666666666666,28,0.321,6.6019000000000005,0.6219921377633711,0.4049433203278231,0.006912,0.041965,0.855486,0.9593,0.992575,20.5,27.029592417935753
15,CP,T3,26.333333333333332,25,0.253,6.662333333333334,0.7244348367088608,0.3860519071946425,0.001853,0.481279,0.9623740000000001,0.979008,0.994652,26.3,23.93783218892435
15,NO,T0,45.1,30,0.078,3.5178000000000003,0.8655562749445675,0.1820720954489251,0.233164,0.840349,0.955707,0.975606,0.995306,45,16.652490615547922
16,AA,T1,90.96666666666667,146,0.24,21.831999999999997,0.6957357878343715,0.2868046781820834,0.0104,0.526505,0.820405,0.923342,0.986693,90.9,50.28820076831065
16,AA,T2,28.7,70,0.154,4.4197999999999995,0.7741874715447155,0.24526533892963842,0.005579,0.631152,0.880434,0.963363,0.990393,28.6,41.90785197997281
16,AA,T3,38.766666666666666,80,0.222,8.6062,0.7143635666380052,0.2980737193674497,0.000281,0.5467515000000001,0.870672,0.9315855,0.983799,38.7,31.91268255496963
16,CP,T1,59.46666666666667,142,0.279,16.5912,0.684758322309417,0.30294447084908543,0.001636,0.45511225,0.8152820000000001,0.9387537499999999,0.98267,59.36666666666667,45.03882591387735
16,CP,T2,116.4,152,0.182,21.1848,0.7432646325887744,0.2503131504948238,0.002436,0.6204095,0.8325695,0.94043975,0.993036,116.13333333333334,58.978637292674826
16,CP,T3,90.73333333333333,162,0.135,12.249,0.7759572590007348,0.2330397031718538,0.015056,0.68832475,0.874656,0.941777,0.990999,90.56666666666666,58.0692919470089
16,NO,T0,45.06666666666667,81,0.697,31.411466666666666,0.34775524334319524,0.21602189027082375,0.016806,0.14341274999999998,0.346017,0.5385657500000001,0.893205,45,15.345336226343901
17,AA,T1,31.633333333333333,30,0.769,24.326033333333335,0.2265025943097998,0.3953423411806656,0.000132,0.001144,0.003348,0.184153,0.995739,31.6,58.720893665464416
17,AA,T2,59.833333333333336,59,0.719,43.02016666666667,0.2752927286908078,0.42343202987265555,4.9e-05,0.0018905,0.006774,0.8331919999999999,0.999126,59.733333333333334,63.722471965144486
17,AA,T3,16.633333333333333,19,0.391,6.503633333333334,0.6004986132264529,0.47021210448208006,0.000127,0.0058414999999999995,0.973735,0.9928105,0.997063,16.6,54.86582603152938
17,CP,T1,35.333333333333336,25,0.811,28.655333333333335,0.18712941698113206,0.36794261819289176,0.000373,0.0031497499999999998,0.0077985,0.023781999999999998,0.996643,35.233333333333334,61.24479672328296
17,CP,T2,11.066666666666666,13,0.575,6.363333333333332,0.4244355210843373,0.46937164953593125,0.000726,0.0111385,0.0251,0.98151725,0.996887,11.033333333333333,42.81070599439482
17,CP,T3,9.366666666666667,10,0.427,3.9995666666666665,0.5473850106761566,0.4649767858626961,0.000674,0.010632,0.824782,0.988262,0.996525,9.3,53.7129106607187
17,NO,T0,45.13333333333333,34,0.025,1.1283333333333334,0.9323587540620384,0.12989791616385754,0.012753,0.93655875,0.9730815,0.98794925,0.996697,45,23.69105164386707
18,AA,T1,39.03333333333333,37,0.804,31.3828,0.20190189496157132,0.37341272046528984,2.4e-05,0.00045,0.001842,0.039351,0.991554,38.93333333333333,105.31849995107599
18,AA,T2,11.8,14,0.576,6.7968,0.40023205367231635,0.44251632277171343,2.4e-05,0.00036700000000000003,0.0075,0.9616962499999999,0.99566,11.766666666666667,60.13135483879672
18,AA,T3,16.3,22,0.71,11.573,0.2744098343558282,0.4031539879380531,3e-05,0.001049,0.002654,0.632068,0.997734,,
18,CP,T1,38.06666666666667,39,0.784,29.84426666666667,0.20788662084063048,0.3821832752617987,1.4e-05,0.00031725,0.00082,0.01449475,0.996766,37.96666666666667,71.87604907530088
18,CP,T2,10.633333333333333,21,0.602,6.401266666666666,0.3815300250783699,0.4476218331243216,0.000107,0.0022240000000000003,0.012619,0.942373,0.996476,10.633333333333333,58.81604576239224
18,CP,T3,63.3,69,0.649,41.0817,0.3401853601895735,0.4513757039368401,5e-06,0.000848,0.00474,0.967063,0.998657,16.266666666666666,88.90969840193054
18,NO,T0,45.06666666666667,2,0.009,0.40559999999999996,0.9233337204142011,0.1002346312189137,0.352007,0.90467225,0.970649,0.9837205,0.993979,45,20.935161781425858
19,AA,T1,97.7,216,0.343,33.511100000000006,0.6708646243602867,0.29423268155328247,0.026124,0.394482,0.719276,0.9649625,0.997508,97.43333333333334,65.4029927113348
19,AA,T2,8.766666666666667,8,0.319,2.7965666666666666,0.7311242965779469,0.3339155992192029,0.034598,0.359863,0.94384,0.980478,0.994045,8.766666666666667,47.03797866825137
19,AA,T3,30.0,70,0.209,6.27,0.7503119600000001,0.2629128102335269,0.110721,0.53603225,0.8529655,0.9937095,0.998776,29.966666666666665,47.221050672234156
19,CP,T1,103.63333333333334,169,0.487,50.46943333333333,0.5460985689932454,0.3939626339645537,0.002826,0.131761,0.530501,0.976728,0.998291,103.46666666666667,45.18831310856888
19,CP,T2,9.3,13,0.477,4.4361,0.5293838817204302,0.3874231415990981,0.032169,0.119087,0.599743,0.9376074999999999,0.99605,9.266666666666667,35.19605676562995
19,CP,T3,36.43333333333333,63,0.625,22.770833333333332,0.44684082159194877,0.3867079848950829,0.00921,0.11011,0.237989,0.950294,0.996098,36.36666666666667,45.40592585949972
19,NO,T0,45.1,2,0.001,0.0451,0.9685868802660752,0.036374630263687535,0.419067,0.966216,0.978927,0.984723,0.995194,45,17.368897271479007
20,AA,T1,91.46666666666667,116,0.516,47.1968,0.4658507018950438,0.4591283317424207,1.8e-05,0.0016277499999999999,0.364766,0.9794025,0.9985,91.33333333333333,55.87530822224618
20,AA,T2,10.0,18,0.32,3.2,0.6576636566666667,0.43251750802682104,7.8e-05,0.012005249999999999,0.952931,0.9896035,0.998168,10,33.88578986918343
20,AA,T3,12.266666666666667,2,0.003,0.036800000000000006,0.9677357092391305,0.07509048434325305,0.460269,0.9911989999999999,0.9953965,0.9965875000000001,0.999121,12.233333333333333,23.797599659641556
20,CP,T1,224.26666666666668,264,0.585,131.196,0.3917090392390012,0.4369778848710755,0.0,0.002323,0.0335685,0.92167375,0.99922,223.83333333333334,60.47332878983571
20,CP,T2,6.8,7,0.471,3.2027999999999994,0.5184748529411763,0.47981862854014523,0.00015,0.0025180000000000003,0.849048,0.9895754999999999,0.996985,6.8,36.09102131475422
20,CP,T3,33.1,24,0.392,12.975200000000001,0.5849411258811682,0.4567363675059714,0.000102,0.008266,0.902358,0.98976,0.998974,32.96666666666667,43.55610155048421
20,NO,T0,45.06666666666667,12,0.014,0.6309333333333333,0.9571722640532545,0.0892060058034349,0.318644,0.9691395,0.987117,0.9919955,0.99754,45,18.276577966162293
21,AA,T1,119.93333333333334,121,0.71,85.15266666666666,0.2834887751528627,0.42649949581018454,0.0,0.00053725,0.0023090000000000003,0.86025,0.999237,119.7,116.65661661676107
21,AA,T2,21.966666666666665,24,0.291,6.3923,0.6885036858877086,0.4237466413188572,0.000195,0.059345,0.993344,0.9983280000000001,0.999445,21.966666666666665,66.40682090501019
21,AA,T3,22.333333333333332,32,0.421,9.402333333333333,0.5754071910447761,0.4635145063618934,0.000122,0.00308725,0.9334315,0.99580675,0.999195,22.3,47.46700665324278
21,CP,T1,49.733333333333334,60,0.725,36.056666666666665,0.2721977808310992,0.4227476959992103,5.2e-05,0.0007065,0.0018900000000000002,0.757366,0.999324,49.63333333333333,92.80092020938605
21,CP,T2,8.7,20,0.506,4.4022,0.5026146245210728,0.45368232685677096,0.000476,0.004373,0.465213,0.991992,0.999348,8.7,25.511658969159193
21,CP,T3,28.933333333333334,36,0.559,16.173733333333335,0.4325849550691244,0.4573981539071631,0.000144,0.001466,0.137754,0.98769025,0.999315,28.9,57.9765356594846
21,NO,T0,45.06666666666667,16,0.01,0.45066666666666666,0.9656747211538462,0.08622753672210537,0.401825,0.9825579999999999,0.996185,0.9983204999999999,0.999296,45,22.37667464100455
22,AA,T1,52.13333333333333,68,0.38,19.81066666666667,0.5935947416879795,0.45565849552726423,7e-06,0.00278725,0.923062,0.98383925,0.997385,52.03333333333333,59.47557407188678
22,AA,T2,16.8,20,0.274,4.6032,0.702383498015873,0.4285762744538287,8.6e-05,0.0171225,0.9806755,0.9935775,0.997363,16.766666666666666,31.936625936750264
22,AA,T3,22.166666666666668,22,0.174,3.8569999999999998,0.794403769924812,0.35571843420580257,5e-05,0.798709,0.985082,0.99333,0.997814,22.1,23.160529751639125
22,CP,T1,94.96666666666667,104,0.548,52.04173333333334,0.4390597002457002,0.476916834476795,6.5e-05,0.001071,0.007061,0.986861,0.998693,94.76666666666667,107.5793766928968
22,CP,T2,14.233333333333333,20,0.262,3.729133333333334,0.6940384285714286,0.4045193158262083,0.000437,0.44584599999999996,0.959711,0.9927524999999999,0.998241,14.2,34.12415352751749
22,CP,T3,32.266666666666666,38,0.175,5.646666666666666,0.7807149307851239,0.3565608642466891,0.000232,0.75749975,0.9802,0.993799,0.998328,32.2,41.96202105019863
22,NO,T0,45.13333333333333,18,0.031,1.3991333333333331,0.910887917282127,0.1629051003404265,0.001572,0.93132225,0.9857605,0.99103075,0.996939,45,25.33131022607103
23,AA,T1,100.0,153,0.617,61.7,0.4019401623333333,0.4319039365253312,0.000879,0.017707999999999998,0.11614550000000001,0.96293075,0.998086,99.8,48.88130150292447
23,AA,T2,16.5,22,0.404,6.666,0.5710898141414142,0.43747584494189534,0.003184,0.026718,0.849075,0.979766,0.996266,16.5,32.74516077238866
23,AA,T3,17.8,12,0.135,2.403,0.84690931835206,0.3054676454825131,0.008663,0.9030009999999999,0.9915080000000001,0.99616425,0.998881,17.766666666666666,35.61787041819715
23,CP,T1,53.6,72,0.622,33.3392,0.3859544558457711,0.42457896142392665,0.001006,0.017292500000000002,0.091591,0.93259025,0.992873,53.5,45.45564639037723
23,CP,T2,11.633333333333333,24,0.352,4.0949333333333335,0.626528028653295,0.38689901650717284,0.001881,0.168419,0.850885,0.954897,0.990231,11.633333333333333,25.038620367101625
23,CP,T3,17.033333333333335,16,0.174,2.9637999999999995,0.789707023483366,0.3395303946571998,0.002285,0.7943484999999999,0.973484,0.9889680000000001,0.997803,17,24.397052000619038
23,NO,T0,45.166666666666664,0,0.0,0.0,0.9552880531365314,0.05771913937082858,0.521229,0.9508544999999999,0.975484,0.9869034999999999,0.997236,45,16.29519377019906
24,AA,T1,37.86666666666667,57,0.637,24.121066666666668,0.34941410651408455,0.4219375476387587,5.2e-05,0.0044329999999999994,0.027568000000000002,0.89818,0.987553,37.8,122.2461790552472
24,AA,T2,8.8,14,0.341,3.0008,0.6180732462121212,0.42776076988500505,5.6e-05,0.0010375,0.876822,0.97362575,0.990129,8.766666666666667,54.162310213094635
24,AA,T3,14.5,26,0.333,4.828500000000001,0.5909718942528736,0.3670865442917296,0.000241,0.1853795,0.765694,0.8957625,0.987048,14.466666666666667,36.456104562935124
24,CP,T1,110.3,141,0.734,80.9602,0.2511239791477788,0.35686252133030044,6e-06,0.000788,0.005956,0.551297,0.991411,110.06666666666666,113.77115501652575
24,CP,T2,10.6,16,0.308,3.2648,0.6563228081761006,0.42579675257037874,9.2e-05,0.017537749999999998,0.9403295,0.9721195,0.990528,10.566666666666666,66.36147640031994
24,CP,T3,27.4,42,0.381,10.439400000000001,0.5942665437956204,0.3907312984493618,0.000144,0.1455855,0.7974135,0.94745625,0.993145,27.366666666666667,38.56920218981644
24,NO,T0,45.06666666666667,14,0.027,1.2167999999999999,0.8642156412721893,0.13239488665977375,0.310507,0.80728125,0.9197919999999999,0.96567025,0.98799,45,23.222846355505766
25,AA,T1,158.83333333333334,207,0.426,67.663,0.6193994910807975,0.35995453936803196,0.001124,0.234132,0.788646,0.973476,0.998751,158.33333333333334,79.86269132410625
25,AA,T2,50.8,36,0.171,8.686800000000002,0.8365529790026246,0.2875386599610527,0.035165,0.9341327500000001,0.9737955,0.98640125,0.998329,50.53333333333333,47.96238504052289
25,AA,T3,14.266666666666667,5,0.175,2.4966666666666666,0.823959039719626,0.3278026757474396,0.03974,0.95296725,0.979279,0.99294725,0.99767,14.066666666666666,79.5414083876307
25,CP,T1,69.5,66,0.563,39.128499999999995,0.468141035971223,0.40600998647995756,0.001132,0.07829,0.244613,0.934343,0.995793,69.26666666666667,83.14609748017621
25,CP,T2,9.133333333333333,24,0.412,3.7629333333333332,0.6248486313868613,0.3850034887738212,0.025327,0.18045525,0.8994055,0.9795585,0.995193,9.066666666666666,86.29206126360972
25,CP,T3,93.5,100,0.55,51.425000000000004,0.49752808306595364,0.40741003896148026,0.001015,0.097367,0.32806,0.971487,0.997524,93.13333333333334,113.18347627176534
25,NO,T0,45.06666666666667,0,0.0,0.0,0.9843341812130179,0.013300607524973621,0.887291,0.9795732500000001,0.987231,0.9947205,0.998753,45,27.12759113336282
26,AA,T1,46.4,49,0.515,23.896,0.48174088936781617,0.4765909904341818,6.9e-05,0.006659,0.1561545,0.99254175,0.998364,46.03333333333333,38.46578661963781
26,CP,T1,116.83333333333333,108,0.399,46.6165,0.5901998042796004,0.46874679512029216,7.9e-05,0.00535,0.962628,0.994733,0.999061,116.26666666666667,36.06005115996747
26,CP,T2,20.966666666666665,27,0.404,8.470533333333334,0.5816252511923689,0.46523136978515234,0.000684,0.011744,0.941208,0.995652,0.998117,20.766666666666666,25.02251951418478
26,CP,T3,60.43333333333333,60,0.436,26.34893333333333,0.5531473662437948,0.4765003908720818,4.7e-05,0.002211,0.922443,0.992853,0.999138,59.96666666666667,35.667183761194956
26,NO,T0,51.333333333333336,4,0.031,1.5913333333333335,0.9603313162337661,0.1504259223261033,0.030527,0.9902500000000001,0.9957104999999999,0.9971205,0.998959,45,19.086353829611944
